ID,price
323,1862054.5109143557
11548,2819717.034468722
12564,2852074.692427272
5817,3050377.8531472036
1030,1550000.3981248687
3888,1896277.25050618
2427,2053557.17217948
5378,1912450.6840889398
3701,1777334.745088954
4536,1562555.0970772156
3799,2882596.395213615
9431,2536856.3020316856
10878,1550446.0030867588
2028,1208611.286947422
5598,2053612.3291380017
5828,6923480.269226139
2842,2132477.920467908
279,2410891.1683343174
4812,2409978.7485381416
11406,1833612.4910656537
1086,1474754.4109942692
2696,1375759.8962061626
9220,1410202.1349894425
1496,1538531.1299337319
3737,1305446.7658671627
12211,4017689.170248711
1556,2129332.618634652
1066,1451715.333339775
1836,1416070.3430861307
10913,1365456.7709135097
1868,1544880.175313384
12610,3241156.615185269
12146,1790404.2741201462
2087,1703964.5765132962
2916,2779578.3543507545
10188,2607752.2755589923
3253,1894917.0737456924
9082,2244582.5922613563
12493,1630132.2162457274
5898,3036163.2051638234
8409,2384137.2718355022
5885,2006305.137182344
1101,1306291.8536077903
10071,2238645.6808582586
11403,3788117.4273917396
728,1399416.6029085265
11647,4029824.107603466
1931,2915867.7023035735
232,3375899.716162384
3988,1764160.3881989196
9416,1574464.78018091
1866,1847544.0882283016
5685,2738271.460146071
2779,1851237.905537751
3294,3076493.1414690763
1471,2327399.936725745
2960,1476555.052467077
10447,1719466.418644591
1220,2847887.807907423
69,1544880.175313384
2002,4038552.553615501
2784,2261671.9818307008
1911,2076749.5670651426
3023,1696741.3637498848
3394,1871912.175298135
5920,1552719.134496999
688,2980084.3022649307
1511,1945501.9915919618
3572,3264941.0377834793
12401,1521225.0709369343
10756,2550334.7007093593
4007,1901258.398937619
3230,1244997.4735683848
12240,2879457.8282236047
10539,2036247.778689038
3226,3083452.5175341275
2280,1437305.4078278947
3650,2410533.3329975503
8540,1660288.030224236
5847,1474559.71016596
6694,3058167.7090508
1336,1347588.4766986375
2538,2195547.5093435077
7185,2991977.239398595
8314,2556913.3485973147
1204,1108698.2703068631
2020,1471265.0139637487
2468,1845233.4100004057
9909,1913504.185048269
7935,1403749.5913718822
1361,1879453.9232276222
6138,1555084.893600633
1914,3491074.9472475415
11090,1995761.7826686094
9320,1688639.16304603
172,1871748.8485129501
823,3382407.1641050996
1189,1424297.7283369494
3768,1135863.3372936053
2993,2076749.5670651426
12873,1535940.8081592678
1146,1065063.1531927693
19,1712690.585391791
2113,3115214.445880878
5132,2608351.9468866717
11109,2472698.3121976145
1562,1171000.6902774475
337,1577365.1873278667
1981,4613796.688187213
546,1660414.6977743667
7428,2185086.039696372
230,1305446.7658671627
412,2859229.2613062034
2205,1280591.1098190502
9114,2473976.9491364597
1803,2389224.206882673
1571,3375899.716162384
12362,3495684.23815305
8109,1862678.3048921188
3868,3030688.837270288
3013,2031448.4476782246
1011,1291760.0409784997
12983,3302077.1329587097
116,1904283.897525093
3245,1719768.4951342724
2253,4803581.211251934
10879,2862303.87080014
2246,1516576.635998429
11494,2892229.399318805
2259,3375899.716162384
2199,1824391.8021865184
1692,1660188.068777065
5772,1731784.3166680085
10182,2388830.529572859
5051,2707398.5316054327
5033,5191660.957559736
11113,2389224.206882673
51,2166333.74653463
5129,1528626.1523559354
1550,1784176.8731002084
616,2757766.078235236
10151,2769630.5600224566
6994,3339950.283850848
5738,2631988.146049808
5729,4994653.696716228
1122,1291104.3723150147
3406,1496187.1218793849
2196,1347588.4766986375
3768,2852074.692427272
4432,1890114.016291064
2236,1426201.7636927308
1743,2371347.683953856
2046,2779578.3543507545
781,1340862.283598155
1126,1121420.7699334815
10472,2650562.104985715
3524,1772225.4664302964
6922,1787734.5243516443
6018,2405389.0299174553
2973,1985198.2484436128
8323,3253105.235321935
576,1549268.7617868562
3118,1553964.3253998733
5737,2820461.3701121635
4642,3499513.352505716
8425,1466666.9849599574
2245,3939047.6360839983
12248,1297646.3257196378
2533,1372180.397986388
3134,1595201.4098708362
5871,2351873.5264991894
9331,2244483.253286753
959,2217910.1441820594
2753,2543750.2235832363
2887,1944141.1980965692
11710,1996453.46603928
5279,3244728.1239804747
3249,1553964.3253998733
9711,2579303.9914805386
5061,2264513.63399948
2493,1930306.5048667418
627,2826340.921760869
2618,1305446.7658671627
4698,1478369.6375373707
1575,2254780.493643025
425,1364054.6784838175
944,1657493.3835387093
3508,1543216.1645754764
3674,2053172.1028142392
3351,1059443.6606163173
1348,1097608.6773259952
1421,1302761.7559414145
9134,1431800.047275127
6348,2404063.4674595
1277,2589257.0760013023
1152,1553964.3253998733
7783,2219520.4250284643
29,3269069.8746026848
11244,1170286.0075083089
5924,5621270.827857036
3001,3505022.6685431255
4587,1841618.7367286074
8303,2882576.8745395015
2439,1785029.324893002
3060,3393126.6507044733
8575,5329388.919650599
11031,1348401.129586305
2056,2662336.3880722504
8657,1401226.0222781803
7669,2294977.498742126
371,2251300.2900887644
3985,1717875.4153947074
279,1696741.3637498848
2964,1684439.9589589008
5411,1430307.3611244597
4555,2378495.495349098
3310,2664707.0806425046
2340,1347588.4766986375
2139,1427087.0013895126
578,1746485.466435088
2263,1332903.7412238985
11168,3234004.511206948
8198,1704766.48785117
6174,2321365.814108831
7566,1483068.4691614432
5106,2672704.028942684
1977,2060038.0555112856
5663,2769630.5600224566
1398,2002013.2977748357
2207,1274949.761345373
1987,1214146.8412640078
70,2166793.8442357713
12282,3746286.115915103
5913,5735746.306825448
6506,1642346.617520104
3957,2076749.5670651426
881,1333141.7300853503
1599,1202200.094073425
1989,4624307.102102171
1719,1496187.1218793849
3669,1394351.0441087524
7029,2551271.516181743
3537,3044258.188393455
8590,2534141.6227469607
2974,2287172.592535766
431,4570900.4251142815
12647,2625445.9520481583
2062,2843992.8148798435
8040,2036099.5194526636
7744,2598034.0835918575
6155,2607262.1489714733
98,1858383.705853438
3514,1453912.1815230001
776,1553964.3253998733
3678,1108610.39228891
2529,1356863.8245833854
1806,1943915.8432303926
6359,1381405.4388263845
200,1244237.4518437607
1477,2474033.233311758
1679,2795113.313824634
2323,2264481.8168885484
917,1370403.7238634697
430,1058136.321195432
3723,1370403.7238634697
6665,1484250.7812494778
2719,1478562.6146852418
10429,1244034.449006881
428,1862054.5109143557
3995,1675251.9372076136
393,1347588.4766986375
2336,2284473.8970767194
2107,1208611.286947422
1242,1255999.1885312996
7616,2780235.571200909
11586,2595490.4225868853
762,1349601.9082695225
1677,1674297.1057395986
9356,1438526.1297969457
4810,2630349.19118271
1643,2558467.878625018
1977,2241373.4456743393
1102,1390416.733055377
2231,3581359.056834922
6369,2033459.2603417935
8299,4432012.805457142
9088,2422128.0572920307
12140,1532669.6493057727
89,7365546.9425608795
12948,2901424.275748843
2387,3145040.6371736554
9454,2686697.2062108144
10957,2216453.7702702116
6075,1878626.927153065
2665,1763614.9889055
6511,2875819.975386569
3180,1780841.923447589
4079,2913128.642780065
7372,3450176.8346058945
10509,1538738.7705159748
3302,2729217.170290958
10714,1620411.7168167827
1794,1724036.2989223155
6467,1877575.0537443147
10015,2357041.0491043665
12005,2184241.8746774555
11832,1403765.5570986385
7524,2304207.541840082
680,2255918.844207139
376,4681770.935455681
8563,2205463.449378307
2826,1394351.0441087524
11426,3046060.528553099
6426,2599261.9679723172
649,4257563.661842898
2190,1917578.695023829
11071,2595167.2232466373
738,1096731.266976483
3915,3261773.6960975504
2056,1731964.307346449
11297,2228557.3169837734
2113,1994398.5672627115
1235,1347588.4766986375
12351,2353640.512704183
995,1244997.4735683848
857,1671661.967963159
1559,1841618.7367286074
7580,2631123.5402623448
716,1208611.286947422
3161,2336657.3507158817
6287,2509438.9024728714
3061,1705011.6762975499
2715,2184630.066778741
8652,2979234.46606191
8978,1953562.6440317547
11641,4678976.462092873
4811,2283115.2153062415
132,2994391.4505297104
3930,2108536.530326573
12963,3407136.6729386244
3625,1343223.927433323
2256,1549268.7617868562
11883,1814615.9265194857
1393,4257563.661842898
778,2336451.2888796646
333,1255999.1885312996
2259,1393596.1187491321
4898,3320611.8376528337
975,1305446.7658671627
2130,2564952.4623376923
12336,2284473.8970767194
12354,3208452.1986424653
1707,1372180.397986388
432,2225959.1675256314
1815,1791113.0192478187
12357,1922431.408251629
11140,3097393.6034546443
9197,1694033.1359879966
10500,3569869.9238229203
12701,2075383.8429949137
12111,2852074.692427272
11150,2017724.5940262645
1933,2634036.6707481095
4617,5553832.7311122175
12312,2815091.1626724685
7129,2079087.040402437
5744,3002502.3484351863
3903,3393126.6507044733
3017,2918626.670867273
8723,3488719.4851297867
3629,1782821.964959729
2638,1291760.0409784997
1632,1695813.211598964
3922,1651253.1262503534
2216,1306291.8536077903
5267,4887824.175518753
11091,1522717.7570876016
4964,2630878.2641409715
678,1439721.8741143458
4678,1485268.753921227
9836,1672571.1000315817
8905,3292262.2694883477
3150,1260505.043007501
1805,2444889.112246701
11262,1868760.650150341
8024,2939955.6367280744
12988,1634828.6099912766
1611,1566971.2444471715
3466,1453362.6575814146
2127,1554172.7924422042
497,3188184.498223069
1647,1394351.0441087524
2848,1244997.4735683848
293,1689135.5225719179
7256,2145214.266977677
9063,1693641.3770481192
6441,2382721.5634057764
47,2612747.0343788997
5323,1355084.5129440578
6487,1574464.78018091
1948,2002188.3867442806
1659,2529368.0769080766
1213,1553964.3253998733
11663,3065442.268834869
3954,2882937.879845699
724,2200188.657628448
1930,1913704.175271108
7833,1352094.3311748388
814,1877575.0537443147
12190,1767949.7381663176
4080,1956892.7405393128
11344,2522094.689207761
272,1572009.0149851737
10180,1308961.8116220986
6099,3043529.85899443
5797,1993206.8844098535
7476,2369768.8798646587
833,2826340.921760869
5545,2162687.989633019
630,2147920.0692499955
1502,1472994.7269937224
12148,1843753.6207307153
1605,1769677.8613207506
2365,1342395.289852663
12494,1939536.4804387914
6244,2427582.1717812573
3130,1553964.3253998733
1870,1612837.7229324249
10144,1496187.1218793849
3752,1302761.7559414145
5798,3491074.9472475415
1765,1615917.8562871825
11929,4706178.774444365
3241,2413088.1728531243
8324,3177298.1264436045
2688,1244567.6039631292
2912,2361857.1085764803
6742,4640838.950040519
2694,2291022.4112933846
5237,1305446.7658671627
9138,3205205.6972602094
1773,1612868.8950653928
3607,1772824.7439383606
3968,1819038.7674636024
1140,2192387.608498468
9624,1267248.5603023553
8311,2475479.5189314485
202,4283600.488266584
2982,1302761.7559414145
180,2052011.2048083805
3157,1404597.833712047
2959,2569805.7734321496
1436,1824391.8021865184
10813,3316872.7396912957
7478,2170435.842656397
10467,2801385.227232044
5901,3229587.751588332
5981,1747775.5931150536
8065,3403305.784069967
190,1258684.1984570478
6240,2369823.366032712
1935,3241367.7497808654
2952,1305446.7658671627
8170,1944396.853675623
710,1514518.931700949
667,1258684.1984570478
543,4233214.454190807
3688,1265040.3904923662
3302,2083968.8303616038
664,1399416.6029085265
7706,2292337.2362554437
2076,3171908.9463893874
2500,4246280.97194069
2020,1674600.0181154264
1913,1478562.6146852418
3160,3834683.7067610053
11817,1526598.7800615083
5955,1890414.8439607227
4195,1444620.063631227
939,2574993.801567953
7386,1927012.939952572
12448,1918594.9389797028
163,1706809.3643802265
831,1875348.9941745144
1634,1913504.185048269
495,1596918.6891190156
3411,1871432.5573904673
8095,1651170.7360784507
2251,1486800.2181575142
1891,1305446.7658671627
7473,2365306.7084533046
8557,1534603.6626721162
5766,1927012.939952572
9849,2167974.4215453104
12269,2461234.629414242
5402,3091493.205087763
3601,1882051.2513059597
9895,1453362.6575814146
3909,1347588.4766986375
10595,2042789.1838591783
460,4030442.040553224
2883,1244997.4735683848
2405,1258684.1984570478
2969,1974913.48929451
268,1559016.9630521887
558,3055563.5577947344
10556,1528626.1523559354
5476,2037406.2343248113
8017,1927012.939952572
4865,2084270.6241458016
11378,1802608.8974418605
1364,2526523.289041147
3185,1721730.3246730089
12622,1503406.3851758458
1135,1769677.8613207506
505,3119697.359348181
6459,1802608.8974418605
10303,2715995.233657634
11899,1516481.657433251
3116,1244997.4735683848
10073,2785760.9162938744
3393,1406116.249675692
860,2198818.107863165
2410,1913504.185048269
5662,2503054.7393493853
2210,1520406.9302786759
500,2609356.288499163
1487,1470056.676841455
1971,1553964.3253998733
9792,3634159.0802165675
1768,1554172.7924422042
1871,1255999.1885312996
12803,1937780.094613905
3923,1721191.5110553852
431,1296553.6913260568
3151,1544880.175313384
4653,2830132.9251606227
9918,4046999.488773586
134,3192288.2390433485
6377,3197781.34163996
3233,3383909.6233095517
1580,1121420.7699334815
3384,2015162.9892565864
7289,4718697.021967698
9381,1658018.7345439498
12592,2358196.9591927375
587,2054578.9209427782
7607,2854383.3022762435
6963,2775422.3406881564
8521,2935421.33605059
10499,2620326.8959026276
12036,2253426.79547164
7020,2667177.348880987
8743,3118326.2448317274
12157,2094502.460329994
11239,1546887.4103939144
3663,2933820.7829351956
9637,2931970.257886495
8276,1538724.919058682
3010,6488813.913914627
2409,1568072.5701990465
6257,1625036.168173998
2017,1643187.7632322777
12678,3305681.3084138623
6112,3392973.5516998773
2189,1375029.800162424
1080,1784223.647249454
2690,1734087.4362498438
6163,2090049.242134893
5107,1737076.4344984612
322,1394351.0441087524
6522,3040205.225110136
2068,2602035.168294104
3792,1208611.286947422
2882,2391063.007434228
5589,1505786.7796426972
5400,1553964.3253998733
2114,2245133.4785819794
111,2625744.204362277
4343,3757099.296372496
1712,2920293.028745658
548,1061935.7028967482
3872,1065063.1531927693
7453,1602200.581462399
3551,2727104.361967221
2332,1747775.5931150536
1934,2553477.809869773
9736,1713635.696261005
1182,2882596.395213615
508,1739027.7335983547
11486,2937380.5927645494
8871,2971199.0556440474
2011,1674207.6442950878
4175,1222215.9261943959
1323,1688938.6620962766
10789,2822122.861016919
6130,2360886.8619870376
435,2843992.8148798435
10805,1631726.3005736857
3055,1974767.4356027204
6164,2181823.962954985
5656,2154411.577952806
7336,2786183.1954715042
4469,1857234.3500128698
2136,1697792.413001089
5535,3166306.6500509945
1231,3292262.2694883477
11272,3214356.402605929
1021,1360705.9155737972
2761,1617938.8076349983
4704,2005247.3675549089
2705,1624103.194892907
435,2837561.4081788855
7989,4182411.3249836187
2544,1738366.0333082206
3767,1674600.0181154264
7294,1734376.2346954197
11474,1697792.413001089
2330,1872255.7497769075
6619,1784003.424653321
6490,2688456.2439424824
63,2634783.0841320935
967,3080820.3079185267
9740,2479259.696730411
1763,2080623.756967251
9782,2982659.8211241863
2731,1656186.3049477157
343,1674600.0181154264
561,1193951.572539633
6501,2004961.7754029194
10554,1282918.56488207
2074,1294366.262729038
12584,3117933.2059341813
1873,2327399.936725745
1213,1347588.4766986375
5906,3064155.8538578977
3139,1161848.719537307
4940,2696865.768715589
2446,1958442.2502470042
835,1431800.047275127
10184,1355084.5129440578
11460,2332437.2431700523
2817,4306757.001748997
10662,2791652.8454057714
9273,1836299.4327612002
219,1904842.2938302078
12943,2107161.2252472662
1058,2070839.2636800907
788,1549268.7617868562
1160,1305446.7658671627
2653,3063121.716453037
10599,5058141.462223624
5800,3823964.2201616326
131,3240835.5553002376
3095,3195306.1117998096
1823,2254115.7955234237
5447,4285744.245872694
12900,1286811.663417619
1316,2207822.461664404
319,2063934.9766767125
10480,2053612.3291380017
574,1511232.2017041552
2822,2152524.554243968
9437,1932656.7763605965
4272,3509009.026907171
1782,2467547.065368523
11922,1753831.7324104146
11326,1317014.2359222374
1804,2110289.471795905
2003,3393126.6507044733
7570,3871720.8441578206
9632,3044616.3010656494
74,2448914.2749548857
7627,1607776.8455099901
11876,1564396.5038953712
1285,1925944.2189563247
2212,1809771.215287471
2104,2404901.1227499414
2659,2722755.641936601
1178,1712536.3844999112
3876,1471265.0139637487
677,1294836.8426275325
6856,1634440.5453968772
4256,3010770.652317294
12061,1440894.4445294265
1948,1977571.3101679734
12461,4551719.9078805465
2673,2151439.0172184305
11313,1480576.3806469343
2597,2715995.233657634
457,1127895.1627760984
1430,1412217.9137127039
8795,4640838.950040519
10465,1287435.7612085314
9807,2937380.5927645494
1936,1748834.8026061358
10108,1255497.0841613647
2310,2144492.8473422797
10840,2482647.3224231224
6251,1329572.0621341886
1811,4875747.326392029
12972,3383909.6233095517
12258,3363285.1318652756
1830,1251757.3664597105
8947,2068906.6985596358
4771,1415778.2391860585
838,1532041.8272447672
2193,1302761.7559414145
11547,1700684.7257952024
1058,2690442.8237497727
4039,2964839.867429605
1462,1708591.921782346
8680,1770687.6657685093
6921,3260715.9280071245
1385,1273433.9541181228
410,1306308.05901214
8002,2336040.955324877
10165,1576881.4059167176
351,1724036.2989223155
1135,1195192.474884902
3838,3113176.7113294774
1287,4562293.893221291
3704,1496187.1218793849
11620,1967137.538334678
5601,2354717.4761139727
429,2970959.6686587846
390,1356289.0677034166
100,1394351.0441087524
10524,2306853.7810682035
12626,1352094.3311748388
3230,2306610.0470294356
9761,2332437.2431700523
7283,1980125.7564887188
1024,2076749.5670651426
204,1834659.2915129878
11060,1766061.7371482248
10291,1553964.3253998733
3743,2646800.4561296133
2592,1845233.4100004057
9023,3040397.358907871
11890,2347357.7426216304
6321,2219335.2960345712
1635,1938831.4639360395
1501,1478562.6146852418
11908,2632049.3118599216
1103,2779578.3543507545
1706,1649690.1288729936
12992,2039856.7622211855
1679,1305446.7658671627
2914,3978127.722229656
5886,4232388.643877074
3309,2994391.4505297104
9983,2603529.8867752943
10866,2834187.592442337
12463,2631123.5402623448
9921,1500984.1730131467
9528,2330532.149255765
8552,1453912.1815230001
11997,5928216.160364663
8663,1607776.8455099901
4638,1747807.5188446674
247,1093141.437678843
2111,1446618.8276651225
2790,2504599.0882651946
1935,1746485.466435088
7861,1457988.9163145775
8018,2707988.0614398983
9560,1758164.3607994749
12985,1492669.8353402282
2944,1586219.1766152687
379,2365033.444679348
10391,2603937.3626132617
2871,1237736.5616405755
1077,3417568.1783068185
3339,2646519.8519251235
476,2307280.629577164
1235,1161848.719537307
2543,1200795.2387648583
50,2621443.2623205287
10897,2742927.8903441476
4624,2556913.3485973147
1752,2174498.066508381
1490,2192387.608498468
3539,1200199.6804562479
11184,1512511.3694827843
3867,2419350.8188576056
609,1161848.719537307
8666,1390542.8404177797
5641,2590637.4015417593
1376,2311877.9252794343
11866,2418967.4835083243
3832,1574487.4469494391
3371,2420793.697578664
327,1472994.7269937224
93,1796798.1486994682
2066,2621442.2821602477
1258,1865383.4842771275
6068,1416131.2304454262
1106,2051454.718638961
1010,3417538.480656396
175,3634301.5108984993
9972,1446618.8276651225
9963,2606163.9636181933
12114,2636102.613120236
2204,1888575.87916279
792,2760583.0929583353
288,1440617.9630392073
1423,3663797.3709488516
5514,1547395.4887771267
11875,3285303.7987263873
3955,2699607.64463727
6193,2757879.273980741
7041,1422220.5635482238
3317,1360343.2801355948
784,3236294.624032778
8629,1997998.2184418272
8620,4524738.674869645
8103,3114373.7915796246
2801,1625508.6298654375
8798,1631774.8486227232
2569,1596051.7902061967
3005,1696274.0237589285
398,1370403.7238634697
5046,4624307.102102171
4847,1474335.2505446181
4917,2379005.637366252
615,1886583.3435353101
3047,1217048.574918424
10407,2699983.707687409
6145,1459178.7893951912
1161,1627516.1920836023
162,2327399.936725745
9438,3060265.8832691098
12852,2696821.9654664285
6389,1710085.2273893238
8115,2159791.731616132
7578,1873317.9167285494
1044,1392585.844300396
1111,2097490.167807547
1394,1478562.6146852418
1311,4139135.1981698377
5018,1605224.2355240071
4789,3939679.212986714
577,3091378.868475764
5043,2101135.4489075723
1072,2779578.3543507545
6541,2646950.5147143696
7698,2521557.763206926
642,1208611.286947422
6667,2777699.4354710295
6388,1348401.129586305
3809,1824391.8021865184
8445,2939365.4417687785
1045,2577940.288704548
9038,1725407.648830868
1431,1306096.3083459132
2448,1777252.4207339084
3348,2903018.2154627945
3412,1305446.7658671627
4478,1365007.9032814105
10821,2005644.8071589207
6759,2850332.8879930703
5318,2506047.720401071
3322,1465077.6522195924
1047,2554807.062236841
2272,2363760.0137526575
8808,1244567.6039631292
6987,2711990.7367650354
3031,1613321.504343574
1372,2422128.0572920307
11810,2189786.5335110384
870,1799711.8204436263
5742,4772278.81656573
1386,1924738.6171752221
2266,1161848.719537307
4279,2532676.210717564
1454,1219687.3536771827
903,2395089.5620331527
6594,2598617.413332242
750,1431800.047275127
142,2452864.4688432743
12371,3659984.1787297935
1617,1749620.539210978
4640,2004961.7754029194
4569,1472994.7269937224
316,1636995.6738914025
10926,2835946.1014829236
2374,1244567.6039631292
12550,1374245.8179737353
709,3266324.1368741435
158,1825026.8064197411
1429,1728204.0711832123
3854,2410533.3329975503
2863,1394351.0441087524
10621,1645582.099185749
4289,2343049.3203505455
6055,1665422.0862959402
9832,2870177.094206878
2693,2789900.5758013367
7011,1497354.7069846655
2688,1769677.8613207506
10259,3551986.4935623473
10235,1239429.201488797
9786,2993980.923977311
3014,2848251.7959413663
9434,1790051.6784804496
9764,2169751.488786057
2423,2185300.719740213
651,1627516.1920836023
3610,1533497.4091800994
1899,1996624.065494884
1063,1472994.7269937224
4294,1824391.8021865184
1422,2123918.7945128344
10612,1311213.5484297348
4837,1521225.0709369343
4501,2516790.490523538
10549,2103620.792231538
1114,1472994.7269937224
88,1824391.8021865184
7817,5186411.800961193
1980,2508898.3022997472
1151,3138185.304065083
2404,1580753.6246734874
4641,2873758.696982102
2942,5275604.509158831
607,1895654.8478312038
4293,2407304.0009695627
5274,1342248.1706234976
2701,2378417.051398345
445,1631588.6223815645
7846,2446489.6500132577
1138,2053612.3291380017
7784,1485430.7121968665
11617,3195297.4395486326
1483,1192985.890457631
11159,1651087.0196272556
8513,1614329.6273231837
8892,1372881.3917371682
2759,1860958.4578996075
4645,2058843.9308476306
2505,1903820.5450669096
2017,1914136.6760134916
9450,3311996.573625782
2271,1824391.8021865184
2548,1784003.424653321
541,1932256.6601215599
2449,1841618.7367286074
8912,1499254.722891162
3996,1746485.466435088
3866,1453362.6575814146
2885,2334619.2000222057
2111,1274005.543952774
95,2826340.921760869
3071,2095578.784433173
10344,1364327.2693797327
160,1131344.7414919583
1039,1392585.844300396
1306,2208031.4584781434
2725,1777842.9403378663
868,1522233.91666707
11937,1466552.7007142154
2177,1023057.4739953546
4366,1396348.5099528811
2742,3566921.167138757
12845,3390210.566031416
624,4967108.228229526
1659,3165949.270517439
6569,1309952.620343364
179,1915029.7255794709
12103,2995980.4613747797
450,1703964.5765132962
5796,2092100.1032156295
2573,3027252.571528252
4685,1750763.2793804738
1325,1394351.0441087524
2623,1816045.5722238205
3088,1241847.9956067037
8992,3208894.3290870525
9195,1691644.602622463
2862,1454892.6584560184
4097,1402801.0535704414
12294,1538123.7520994896
1600,2189986.2391214343
8716,2592129.3539570738
11537,1120552.0964464599
7663,1275112.2096417814
1206,1372180.397986388
2184,2191888.8452551663
3525,2940020.9885193137
9221,2944017.1914256946
2166,987728.9760069373
3445,2843715.78047952
2278,1860315.784713703
4525,1512511.3694827843
1354,2473063.800609367
10348,3195092.7831318225
2023,2546853.255042599
1672,1613823.204834408
531,1600726.8928099882
2048,2757879.273980741
429,1394351.0441087524
9757,3353000.283323084
8636,1589818.2405121191
7959,3499803.3932595765
2886,2175215.5603905744
679,1780762.1256420056
1270,1994458.468459862
1618,2979002.457570364
1033,1746518.7899431556
4672,1558470.1798760747
5523,1688639.16304603
2398,2532285.401937488
1028,2416748.1746784314
459,2874541.0237140735
11788,1814025.0832415572
3931,1779852.4579446323
410,1824391.8021865184
721,2941245.6466950187
1490,3931875.811060398
2979,1255999.1885312996
1967,1746485.466435088
3898,1888575.87916279
929,3239271.2219826663
398,2563647.652992352
3304,1305446.7658671627
2264,2194238.742586099
5436,2621989.73720891
5225,2634783.0841320935
8587,2757879.273980741
4849,3681667.684971508
499,1274949.761345373
1460,1875812.9354167918
2464,1246962.2478663628
2683,2162386.1689748643
9029,4029824.107603466
3188,1705855.841316467
1737,1332819.3054681136
549,2867011.628855495
1390,1302761.7559414145
10437,2873105.007538063
2787,1347588.4766986375
4062,3048881.3183969576
777,1496187.1218793849
5135,1913504.185048269
3521,1415200.048729816
2750,1118140.7950900153
12286,2621989.73720891
3857,1805634.1783364578
578,2498407.792788744
1944,1834098.1089334432
3511,2138538.152330098
3262,1362485.594363059
1148,1301605.373625648
11137,2576527.651880865
2426,4876003.753621787
12440,1511439.1717614194
2704,6005011.546347639
1222,1565708.6949560887
2707,1251757.3664597105
10643,2553505.0730072437
2534,1402801.0535704414
1777,1708383.454740015
2331,1593245.0707994998
12938,2899563.1969898287
1139,1530893.9943532797
1636,1399416.6029085265
3224,2798774.341627109
5747,2365939.6900662165
604,2862881.704278142
1346,2779578.3543507545
9891,2364222.684575106
2653,2331688.439462269
10722,2902051.456736539
2214,1474754.4109942692
8519,2513541.102456052
3869,2865491.4262754307
780,1286811.663417619
5483,2597166.413127104
2495,2050332.4784199079
251,1394351.0441087524
8327,2875819.975386569
9610,2355390.0738467933
2949,2231177.3652796084
3713,2383314.0596373375
2281,2479261.58266938
1704,2111544.6080493047
2849,1983136.6684746607
11160,1476880.0326414371
5196,2607037.951706099
901,1974913.48929451
2204,1208611.286947422
2348,1130537.9596513298
11923,1995404.9884306006
3286,2225362.648304801
12299,1403765.5570986385
1181,2994391.4505297104
8251,1696191.9091529928
2897,1606203.124833751
12548,1890713.53486911
2794,1170842.95098787
2835,1190980.553178692
1115,2413730.443336121
9351,1492903.3138250175
12288,2819717.034468722
6764,1815073.048582255
2009,9857110.32062513
1484,1140381.1626392568
12829,1902880.4578615357
610,1120552.0964464599
2018,1244997.4735683848
8818,2609356.288499163
2270,1529522.241280797
7844,2393067.306506374
1755,1422032.5992988702
3485,1408852.2428379764
2501,1684809.7704732497
2953,1381405.4388263845
1395,1014547.8013128707
2171,1255999.1885312996
687,1436305.9017513283
1644,2971199.0556440474
